video_id,split,action,true_count,pred_count,abs_err,pred_periods_json,true_periods_json,primary_signal,mean_confidence,n_rejects,n_crossings,n_candidates,n_accepted,reject_fail_vote,reject_fail_phi,reject_fail_r,moving_fraction,mean_var_norm,mean_flip_rate,mean_pause_rate,conf_phase,conf_r,conf_var,conf_flip,conf_pause,status,method
stu1_50,train,push_up,13,9,4,"[[150,182],[182,218],[265,322],[322,342],[342,392],[759,822],[952,1008],[1091,1125],[1211,1246]]","[[504,545],[545,587],[587,636],[636,694],[694,749],[771,814],[814,866],[866,931],[931,996],[1005,1045],[1045,1103],[1103,1160],[1160,1225]]",elbow_flex,0.6646400719565176,14,29,23,9,14,37,4,0.9180035650623886,1.40895681950933,0.22373180407829463,0.7005046334362508,0.4988399391543362,0.9099942577521845,0.26924990757906625,0.5744146163561008,0.22933387552212145,ok,phase_native_online_phase_crossing
stu3_38,train,pull_up,9,4,5,"[[347,364],[393,407],[743,753],[932,988]]","[[10,87],[87,161],[161,237],[237,328],[329,427],[427,570],[570,673],[673,862],[862,1087]]",elbow_flex,0.6339917461981166,59,64,63,4,59,154,9,0.9546485260770975,1.4064462979675054,0.3398131638254893,0.5756663245298079,0.3247580419549552,0.8591356133389774,0.25770400121116266,0.43013207107906043,0.3080269084328313,ok,phase_native_online_phase_crossing
stu3_44,train,push_up,11,7,4,"[[155,182],[182,219],[295,326],[326,375],[375,415],[415,457],[596,608]]","[[19,61],[156,193],[193,230],[230,269],[269,306],[306,339],[339,387],[387,428],[429,471],[471,512],[512,548]]",elbow_flex,0.6885353044720287,9,20,16,7,9,23,0,0.7842261904761905,1.4430792339312313,0.2275987202970957,0.6319150671127551,0.5422251444146804,0.8946249559199291,0.275539698339313,0.586763017274682,0.2736107360964695,ok,phase_native_online_phase_crossing
stu3_48,train,push_up,54,47,7,"[[116,134],[158,234],[545,565],[565,579],[588,615],[615,638],[638,661],[661,685],[693,707],[707,730],[730,752],[752,775],[775,797],[797,820],[828,842],[842,865],[865,888],[888,910],[910,932],[932,955],[963,979],[979,1002],[1002,1025],[1025,1048],[1048,1070],[1070,1096],[1096,1116],[1116,1141],[1141,1164],[1164,1189],[1189,1213],[1237,1261],[1261,1288],[1288,1314],[1314,1338],[1338,1362],[1370,1388],[1388,1414],[1424,1437],[1437,1467],[1467,1494],[1505,1524],[1524,1546],[1554,1576],[1586,1617],[1617,1658],[1696,1710]]","[[14,42],[42,89],[89,115],[115,137],[137,160],[461,505],[505,533],[533,557],[557,580],[580,602],[602,626],[627,650],[650,675],[675,697],[697,719],[719,741],[741,765],[765,786],[786,809],[809,832],[832,854],[854,878],[878,903],[903,922],[922,945],[945,968],[968,992],[992,1014],[1014,1039],[1039,1067],[1067,1094],[1094,1115],[1115,1136],[1136,1159],[1159,1184],[1184,1211],[1211,1232],[1232,1258],[1258,1277],[1277,1305],[1305,1329],[1329,1353],[1353,1380],[1380,1406],[1406,1433],[1433,1461],[1461,1489],[1489,1510],[1510,1541],[1541,1572],[1572,1608],[1608,1645],[1645,1688],[1688,1736]]",elbow_flex,0.7344375254983563,27,76,74,47,27,70,0,0.9598765432098766,1.1755705345612173,0.18616775560081383,0.48135761568757135,0.7058478437516456,0.9070890917265815,0.3243861780364119,0.6279223449372797,0.35649743012140483,ok,phase_native_online_phase_crossing
stu3_60,train,squat,4,2,2,"[[95,136],[136,176]]","[[8,65],[65,111],[111,150],[150,187]]",knee_flex,0.7859023583625739,0,3,2,2,0,0,0,0.8838383838383839,1.0734447708426975,0.07574786324786324,0.6459349593495936,0.9634598060832733,1.0,0.36038700721544337,0.8162148863791647,0.24028151890073482,ok,phase_native_online_phase_crossing
stu3_72,train,squat,1,0,1,[],"[[127,299]]",knee_flex,0.0,1,2,1,0,1,3,0,0.9013605442176871,1.3667396640306981,0.37777777777777777,0.7291666666666666,0.18255939508659969,1.0,0.2615546155723446,0.3497600590304595,0.21221425927284368,ok,phase_native_online_phase_crossing
stu4_36,train,pull_up,6,6,0,"[[209,226],[420,443],[488,559],[721,770],[807,838],[975,1017]]","[[56,113],[476,549],[578,684],[688,767],[838,907],[942,1015]]",elbow_flex,0.6231074580975433,34,45,40,6,34,93,2,0.8733333333333333,1.4457792902558855,0.291776383332354,0.6035004913946491,0.3816134916280169,0.9000645369204726,0.2622021018115962,0.4953895836983516,0.29491259678572296,ok,phase_native_online_phase_crossing
stu5_34,train,pull_up,52,36,16,"[[160,172],[172,183],[183,194],[194,205],[205,217],[217,227],[227,239],[239,250],[250,263],[263,275],[275,288],[288,301],[301,326],[326,344],[451,461],[483,493],[493,516],[516,532],[532,552],[552,572],[750,772],[772,790],[790,814],[856,914],[914,984],[1039,1051],[1051,1075],[1075,1095],[1095,1119],[1119,1174],[1201,1224],[1301,1360],[1376,1395],[1395,1410],[1410,1432],[1466,1527]]","[[91,102],[102,113],[113,124],[124,136],[136,145],[145,156],[156,167],[168,179],[179,189],[189,201],[201,211],[211,222],[222,234],[234,246],[246,256],[256,269],[269,281],[281,294],[294,309],[314,331],[440,453],[453,465],[465,475],[475,486],[486,499],[499,523],[524,542],[542,562],[562,586],[696,709],[709,720],[720,731],[731,743],[743,755],[755,779],[779,803],[804,829],[976,988],[988,1000],[1000,1011],[1011,1022],[1022,1034],[1034,1045],[1045,1058],[1068,1084],[1088,1103],[1103,1130],[1347,1366],[1366,1384],[1384,1401],[1402,1417],[1417,1445]]",elbow_flex,0.76769124113383,24,65,60,36,24,56,0,0.9157814871016692,1.3050388613030484,0.14981291678656086,0.42794921638994127,0.694616832194398,0.8964432547211235,0.29682540470530405,0.698658239387638,0.42906187086202413,ok,phase_native_online_phase_crossing
stu5_44,train,push_up,12,7,5,"[[212,260],[260,319],[319,372],[912,985],[985,1049],[1049,1127],[1340,1425]]","[[148,205],[205,256],[256,315],[315,373],[373,430],[430,493],[913,972],[972,1044],[1045,1121],[1179,1257],[1257,1333],[1333,1421]]",elbow_flex,0.6992214277636458,12,29,19,7,12,27,1,0.8916967509025271,1.5074754410782947,0.19210407813097866,0.7499930731958466,0.5968654913582462,0.9240662215886872,0.24787251301975155,0.6063104821857925,0.2007267741687325,ok,phase_native_online_phase_crossing
stu6_27,train,pull_up,5,0,5,[],"[[2,64],[67,130],[178,256],[268,325],[343,404]]",elbow_flex,0.0,7,11,7,0,7,20,0,0.9448621553884712,1.2743381706527674,0.28948476360241066,0.6776112776112776,0.2889573705596881,0.8443499733849904,0.2900708314151132,0.47570309805580024,0.24298938843852325,ok,phase_native_online_phase_crossing
stu6_45,train,push_up,10,6,4,"[[286,357],[357,443],[443,512],[512,594],[683,757],[757,830]]","[[75,155],[156,258],[259,339],[339,408],[408,489],[489,552],[552,630],[630,711],[711,790],[795,866]]",elbow_flex,0.7710238119945553,0,9,6,6,0,0,0,0.8874458874458875,1.2909202481853115,0.10913241219595116,0.8353402625078927,0.996450927025842,0.9981066209133521,0.3070650145104536,0.7391182591561883,0.15894625951551936,ok,phase_native_online_phase_crossing
stu7_46,train,push_up,16,12,4,"[[80,112],[112,144],[144,177],[177,207],[207,239],[239,282],[768,804],[804,846],[846,886],[886,928],[928,970],[970,1009]]","[[9,41],[41,72],[72,106],[106,136],[136,170],[171,201],[201,234],[643,691],[691,724],[724,763],[763,801],[801,842],[842,885],[885,923],[923,964],[965,1010]]",elbow_flex,0.7664601983911985,15,34,27,12,15,39,0,0.8716216216216216,1.1681448985353677,0.1739880156778059,0.6855424083501426,0.6010528269135859,0.9042265718519817,0.3552031512509486,0.6540101375194401,0.2319069833561781,ok,phase_native_online_phase_crossing
stu8_39,train,pull_up,16,12,4,"[[145,174],[242,278],[278,315],[326,353],[411,423],[438,454],[454,474],[498,539],[539,567],[607,642],[642,658],[658,686]]","[[1,22],[22,48],[48,73],[73,123],[123,159],[159,200],[200,240],[240,294],[294,336],[336,379],[379,423],[423,481],[481,534],[534,584],[584,638],[638,690]]",elbow_flex,0.6728719823738328,24,37,36,12,24,53,1,0.9682539682539683,1.2876243403818153,0.30299107824646154,0.4148503913749917,0.5901999576706533,0.8965237571546942,0.28606641829072843,0.46661549446588535,0.43290840300497496,ok,phase_native_online_phase_crossing
stu8_68,train,squat,3,2,1,"[[101,139],[181,233]]","[[113,160],[160,210],[210,272]]",knee_flex,0.723152847144702,1,5,3,2,1,2,0,0.8653846153846154,1.5363991433077933,0.13864366518598945,0.6978289741447635,0.7241903315184682,0.8970897454174058,0.27521771253650024,0.6913037897501164,0.22745757008983802,ok,phase_native_online_phase_crossing
stu9_42,train,pull_up,30,27,3,"[[274,302],[302,339],[339,362],[362,393],[422,452],[452,483],[483,513],[525,547],[547,574],[574,599],[599,628],[628,660],[671,689],[689,714],[714,749],[760,780],[790,812],[812,844],[844,868],[868,904],[912,937],[948,972],[987,1011],[1026,1053],[1069,1107],[1107,1185],[1185,1204]]","[[183,221],[221,251],[251,282],[282,313],[313,344],[344,372],[372,402],[402,431],[431,461],[461,491],[491,520],[520,549],[549,576],[577,607],[607,634],[634,663],[663,692],[692,723],[723,751],[752,784],[784,816],[816,848],[848,881],[881,915],[915,952],[952,991],[991,1029],[1029,1072],[1072,1119],[1179,1229]]",elbow_flex,0.713593294682333,19,47,46,27,19,45,0,0.9622641509433962,1.1113196881041625,0.15230893713484941,0.544322927958259,0.694876852333822,0.864566712273084,0.3576567981192467,0.6928431852902025,0.3228233822678298,ok,phase_native_online_phase_crossing
stu9_54,train,push_up,26,22,4,"[[190,239],[239,292],[292,347],[347,394],[394,440],[440,480],[549,568],[568,590],[590,620],[692,751],[805,859],[899,927],[927,980],[980,1036],[1036,1071],[1093,1134],[1143,1184],[1493,1540],[1540,1588],[1635,1691],[1710,1750],[1772,1791]]","[[145,207],[208,265],[265,310],[310,359],[359,405],[405,448],[449,523],[523,593],[593,654],[654,708],[708,764],[764,819],[819,875],[875,946],[946,1000],[1000,1053],[1053,1106],[1106,1149],[1149,1199],[1199,1338],[1338,1471],[1476,1528],[1528,1573],[1573,1627],[1627,1672],[1672,1766]]",elbow_flex,0.7129081079886596,16,45,38,22,16,34,0,0.9038828771483132,1.1776778145032138,0.1123315627180607,0.7358193271343308,0.6865201810153132,0.9121122939575078,0.3474776726643161,0.7564663551694979,0.20944537334353283,ok,phase_native_online_phase_crossing
test2298,train,squat,2,0,2,[],"[[22,94],[149,220]]",knee_flex,0.0,1,3,1,0,1,3,0,0.8707482993197279,1.6674000594659837,0.15151515151515152,0.8115942028985508,0.34514508196364435,1.0,0.20659049535482932,0.6569858256167488,0.17383000922288674,ok,phase_native_online_phase_crossing
test2317,train,squat,3,3,0,"[[97,126],[126,180],[230,267]]","[[21,108],[109,196],[196,284]]",knee_flex,0.6734992766856976,3,8,6,3,3,9,1,0.9015151515151515,1.448732691811757,0.25337919127227304,0.6011628486724273,0.5423116872966289,0.8854157032813822,0.2431895775612152,0.5185788630471786,0.27357337334056786,ok,phase_native_online_phase_crossing
test2323,train,squat,2,0,2,[],"[[0,129],[144,292]]",knee_flex,0.0,2,4,2,0,2,5,0,0.90625,1.4538231811342675,0.25925925925925924,0.6806020066889632,0.3469108933491274,0.9007831760941931,0.2424206854905564,0.5071875879100454,0.24700096501437788,ok,phase_native_online_phase_crossing
stu10_39,valid,pull_up,10,8,2,"[[109,144],[144,186],[221,234],[234,269],[417,435],[485,542],[739,772],[847,880]]","[[62,102],[102,139],[139,181],[181,223],[223,269],[269,342],[342,398],[398,459],[459,539],[774,897]]",elbow_flex,0.6590147681822862,22,35,30,8,22,54,0,0.9351145038167938,1.3287127625845951,0.26004080301683197,0.5908590677742945,0.5182905112035923,0.8829056795599989,0.28454404973202807,0.5260110316101287,0.289587861034085,ok,phase_native_online_phase_crossing
stu1_39,valid,pull_up,6,13,7,"[[328,371],[371,418],[505,554],[616,652],[683,705],[705,746],[746,764],[764,789],[821,865],[876,934],[1066,1108],[1139,1197],[1269,1309]]","[[49,99],[99,143],[143,190],[190,256],[324,365],[365,415]]",elbow_flex,0.6773377088421593,19,38,32,13,19,46,3,0.9077404222048475,1.4058636354510843,0.24338492905004466,0.6145449421976359,0.5487939200722006,0.8980611241972218,0.2605915932187535,0.5377828573127179,0.2751390784676344,ok,phase_native_online_phase_crossing
stu1_47,valid,push_up,6,0,6,[],"[[63,138],[138,216],[216,300],[300,404],[404,497],[497,579]]",elbow_flex,0.0,0,6,0,0,0,0,0,0.9165275459098498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ok,phase_native_online_phase_crossing
stu3_50,valid,push_up,28,26,2,"[[89,120],[120,156],[156,194],[194,229],[229,265],[265,310],[310,351],[351,395],[395,437],[437,480],[480,521],[521,565],[565,609],[609,653],[653,699],[699,745],[745,790],[790,837],[837,884],[884,931],[931,975],[975,1022],[1022,1073],[1073,1125],[1125,1176],[1176,1223]]","[[21,49],[49,89],[89,123],[123,155],[155,192],[192,226],[226,264],[264,309],[309,347],[347,387],[387,435],[435,481],[481,532],[532,569],[569,614],[614,661],[661,704],[704,756],[756,803],[803,852],[852,892],[892,941],[941,982],[982,1028],[1028,1076],[1076,1134],[1134,1178],[1178,1230]]",elbow_flex,0.8230540114179552,0,27,26,26,0,0,0,0.9392857142857143,0.6303823310334946,0.026809760805181014,0.7987840950652477,0.9851397919355158,0.9583428285520644,0.5365784499119575,0.9315275769498276,0.17113624904068173,ok,phase_native_online_phase_crossing
stu3_66,valid,squat,9,9,0,"[[185,236],[236,291],[291,344],[344,398],[398,451],[451,506],[506,556],[556,606],[606,656]]","[[180,227],[227,282],[282,337],[337,391],[392,450],[450,494],[494,553],[553,600],[600,649]]",knee_flex,0.7745266928947289,0,11,9,9,0,0,0,0.9303703703703704,1.153752718902608,0.09206001649048469,0.7090248395908774,0.9628495176420446,0.9997444313351337,0.3386412702676608,0.778308429478354,0.21895544608981973,ok,phase_native_online_phase_crossing
stu5_71,valid,squat,19,10,9,"[[122,177],[243,307],[323,376],[376,426],[491,533],[533,588],[684,733],[747,787],[805,840],[953,989]]","[[19,64],[64,118],[118,185],[185,244],[244,308],[308,369],[369,425],[425,486],[486,539],[539,590],[590,634],[634,684],[684,736],[736,787],[787,839],[839,889],[889,942],[942,989],[989,1030]]",knee_flex,0.717816394412572,4,19,14,10,4,12,1,0.9032258064516129,1.3865819207001826,0.13308584698882794,0.7379671465396582,0.7497513494970323,0.8594249267494672,0.2780522047540113,0.7111669568825105,0.19933824266396274,ok,phase_native_online_phase_crossing
stu6_57,valid,squat,15,12,3,"[[175,237],[259,324],[334,382],[406,455],[468,524],[546,592],[609,683],[992,1026],[1026,1038],[1314,1385],[1393,1459],[1467,1546]]","[[45,126],[127,210],[210,275],[275,358],[358,421],[421,494],[496,564],[564,639],[639,712],[712,802],[1121,1201],[1203,1270],[1273,1355],[1355,1421],[1422,1495]]",knee_flex,0.6884448776690725,23,39,35,12,23,58,1,0.9333333333333333,1.4719882873942172,0.2937703752896119,0.5805554301136227,0.505835800950516,0.9093996299705279,0.24882090373987167,0.4752472543167576,0.30931725682454975,ok,phase_native_online_phase_crossing
stu7_66,valid,squat,13,8,5,"[[232,314],[314,393],[547,622],[622,693],[693,757],[757,842],[842,911],[911,983]]","[[6,65],[65,134],[138,202],[209,293],[295,374],[377,446],[446,524],[524,600],[600,670],[674,746],[749,819],[819,888],[892,965]]",knee_flex,0.7553575311373609,1,11,9,8,1,3,0,0.9294871794871795,1.3962109636477789,0.11671337228478186,0.7827373390416654,0.8771998875270091,0.9335812058315734,0.2783721593326799,0.7281781640431725,0.1798618554881574,ok,phase_native_online_phase_crossing
stu8_37,valid,pull_up,10,17,7,"[[141,195],[269,284],[403,420],[430,457],[471,516],[516,535],[548,567],[567,607],[666,705],[705,718],[775,816],[816,849],[894,928],[928,956],[1068,1105],[1174,1232],[1242,1267]]","[[122,231],[231,315],[315,402],[402,493],[493,580],[580,680],[680,784],[784,908],[908,1044],[1044,1199]]",elbow_flex,0.6191630489190526,50,68,67,17,50,123,5,0.9499455930359086,1.4053911414844065,0.3558755904542659,0.4627625957269624,0.4454304964983546,0.8774989064871312,0.25494291367526456,0.4036581911922419,0.39332576836660105,ok,phase_native_online_phase_crossing
train2716,valid,push_up,10,3,7,"[[77,131],[131,175],[227,249]]","[[1,32],[32,62],[62,90],[90,121],[121,154],[154,183],[183,213],[213,244],[244,272],[273,299]]",elbow_flex,0.7398044834837382,2,7,5,3,2,4,0,0.9111111111111111,1.3495307968800911,0.11386033966112948,0.4866653164898779,0.7100363603933579,0.9543614438355663,0.2777274276852435,0.7456558287205904,0.36090827979542445,ok,phase_native_online_phase_crossing
